"date";"product";"platform";"text"
"2025-11-28 10:53:54.987846";"Видео-платформа";"IOS";"На телевизоре приложение не работает"
"2025-11-18 07:48:38.241207";"Видео-платформа";"ANDROID";"Непонятный тариф подключения.  Тариф подключ?н, а что бы  посмотреть фильм, надо подключить другой тариф.        "
"2025-11-20 19:53:24.630278";"Видео-платформа";"ANDROID";"Баги мобильного приложения, при смене ориентации зависает и требует повторный старт"
"2025-11-15 16:52:34.447396";"Видео-платформа";"IOS";"Приложение не работает на телевизоре"
"2025-11-19 16:47:16.100310";"Видео-платформа";"IOS";"На телефоне работает идеально,а вот на телевизоре ни один фильм не воспроизводится. Если у вас ограничения на работу приложения на территории Крыма ( хотя это тоже Россия) - надо хотя бы мелким шрифтом об этом писать- что не на каждом телевизоре он будет работать. А так- нареканий нет. Широкий выбор ,отличное качество "
"2025-11-14 18:57:22.510162";"Видео-платформа";"ANDROID";"Не работает в Республике Крым"
"2025-11-25 06:47:16.974505";"Видео-платформа";"ANDROID";"Нет региональных каналов нашего города."
"2025-11-20 07:56:08.509857";"Видео-платформа";"ANDROID";"Приложение часто вылетает из аккаунта, что на телефоне, что на телевизоре.  Убрали каналы ""вижу"" "
"2025-11-15 14:56:55.343975";"Видео-платформа";"ANDROID";"Поддержка при проблемах это позор"
"2025-11-18 08:54:25.054830";"Видео-платформа";"ANDROID";"Реклама в приложении жутко тормозит работу самого приложения."
"2025-11-25 19:03:45.424151";"Видео-платформа";"ANDROID";"Безлимит не работает"
"2025-11-27 22:07:53.536107";"Видео-платформа";"ANDROID";"Дожили. 20 Гб за один вечер, чтобы посмотреть НТВ. Как так. Совсем берегов не видите. Совсем заелись. "
"2025-11-15 19:57:47.235059";"Видео-платформа";"ANDROID";"При покупке премиум не все каналы доступны."
"2025-11-19 14:49:03.516010";"Видео-платформа";"IOS";"Абсолютная невозможность управлять подпиской. Кнопка отписка не активна! Жмешь ничего не меняется. Чтобы отписаться - нужно пройти 300 кругов Ада "
"2025-11-15 09:54:13.265084";"Видео-платформа";"ANDROID";"Мало триллеров стран Великобритании, Скандинавии, Испании в бесплатной  подписке"
"2025-11-21 11:56:58.035001";"Видео-платформа";"ANDROID";"Список доступных каналов, нет даже стандартного доступного списка. Навязчивая реклама. "
"2025-11-17 05:49:31.395111";"Видео-платформа";"ANDROID";"Когда сворачиваешь приложение не открывается маленькое  окно   "
"2025-11-16 12:59:23.765528";"Видео-платформа";"ANDROID";"Не интересно "
"2025-11-26 23:37:47.482377";"Видео-платформа";"IOS";"Списываются деньги не понятно зачем"
"2025-11-17 00:59:06.054611";"Видео-платформа";"IOS";"нет нориального приложения для макбук"
"2025-11-28 13:00:35.028344";"Видео-платформа";"ANDROID";"Мало новых фильмов и сериалов"
"2025-11-14 17:58:48.789584";"Видео-платформа";"ANDROID";"Приложение выглядит максимально несовременно. Очень плохо. А версия для ВебОС просто хр.ново работает."
"2025-11-24 15:57:08.368255";"Видео-платформа";"IOS";"Проблемы с оплатой подписки , нельзя выбрать какой картой будет проводить оплату "
"2025-11-25 19:02:44.252550";"Видео-платформа";"ANDROID";"Слишком много рекламы сервисов Кион"
"2025-11-20 11:55:03.426115";"Видео-платформа";"IOS";"Удержание дс"
"2025-11-22 21:57:38.777354";"Видео-платформа";"IOS";"Не удобное меню "
"2025-11-24 07:57:58.912136";"Видео-платформа";"ANDROID";"Несколько факторов указанных в вашем списке это первый и третий "
"2025-11-30 21:58:42.149531";"Видео-платформа";"ANDROID";"Не работает поиск нужного фильма"
"2025-11-29 15:56:19.846365";"Видео-платформа";"ANDROID";"Продолжение просмотра на телевизоре иногда не запускается. Просмотры сериалов иногда не учитываются в призах. Приложение потребляет больше ресурсов, чем приложения других онлайн кинотеатров - из-за этого фризит иногда."
"2025-11-19 16:00:14.888836";"Видео-платформа";"ANDROID";"Нельзя скачивать на карту памяти"
"2025-11-18 14:42:08.644684";"Видео-платформа";"IOS";"Невозможно смотреть многие фильмы на новых территориях Российской Федерации "
"2025-11-22 23:01:02.422903";"Видео-платформа";"ANDROID";"Не достаточно фильмов, почему то нет Невского, Метод( с Хабенским и др."
"2025-11-14 09:45:00.323174";"Видео-платформа";"ANDROID";"То, что интересно, в по подписке.В последнее время выбор скудный.Я бы хотела видеть поиск более  понятный.  Фильмы по странам, выбор по режиссеру. Пока разберешься. "
"2025-11-24 01:57:44.901719";"Видео-платформа";"ANDROID";"Уже второй месяц подряд приложение работает от силы 5 дней потом не работает ? вы только деньги получаете"
"2025-11-17 20:45:40.474831";"Видео-платформа";"IOS";"не работает с впн, а это важно потому что в РФ глушат связь и ты просто так тратишь такие деньги за подписку "
"2025-11-23 06:59:32.413378";"Видео-платформа";"IOS";"Уже больше 1 месяца не работает кион на телевизоре! Я писала в поддержку и мне сказали, что они нашли проблему, но не знаю как её решить! ужасный сервис "
"2025-11-29 01:57:02.191786";"Видео-платформа";"ANDROID";"Хуета"
"2025-11-30 16:00:28.896299";"Видео-платформа";"ANDROID";"Большой расход ГБ."
"2025-11-17 15:49:52.625363";"Видео-платформа";"IOS";"Периодически исчезает звук"
"2025-11-20 17:00:09.307873";"Видео-платформа";"ANDROID";"Рекламы сторонние "
"2025-11-14 09:24:03.567546";"Видео-платформа";"IOS";"Нестабильная работа приложения, постоянно висит, не работает "
"2025-11-19 08:31:33.449593";"Видео-платформа";"IOS";"Я отключала подписку!!! Почему деньги сейчас списались! "
"2025-11-26 06:47:20.955399";"Видео-платформа";"ANDROID";"Не работает"
"2025-11-21 18:58:02.318632";"Видео-платформа";"ANDROID";"Да просто мне это не надо."
"2025-11-20 15:56:10.488235";"Видео-платформа";"ANDROID";"Проблемы с воспроизведением, ограничен список фильмов, проблемы ВК видео и рутуб"
"2025-10-21 06:29:53.071131";"Видео-платформа";"IOS";"Все выше перечисление а также невозможность отключить подписку"
"2025-10-25 06:59:18.535725";"Видео-платформа";"ANDROID";"Невозможно выйти с фильма на главную"
"2025-10-31 12:56:16.074434";"Видео-платформа";"ANDROID";"Плохо работает программа достижений.Не обновляется,не учитывается...Приходится постоянно обращаться в поддержку"
"2025-10-06 18:58:38.394780";"Видео-платформа";"ANDROID";"Бесит долгая заставка реклама и долгие переходы и нахер не нужные бонусы какие-то  "
"2025-10-27 23:54:00.642841";"Видео-платформа";"IOS";"Я хочу загрузить видео но показывает что нет памяти хотя там нет видео"
"2025-10-08 21:57:38.312403";"Видео-платформа";"ANDROID";"Нет фонового режима"
"2025-10-05 22:51:25.603911";"Видео-платформа";"IOS";"На телевизоре не дает смотреть, все тормозит и не грузит , через 10-15 минут после начала просто выкидывает из приложения "
"2025-10-10 04:01:10.461249";"Видео-платформа";"IOS";"высокая стоимость подписки и отсутствие таймера авто выключения во время просмотра"
"2025-10-07 09:28:24.766007";"Видео-платформа";"IOS";"Существуют гораздо более удобные приложения("
"2025-10-29 21:58:42.724740";"Видео-платформа";"IOS";"Не всё можно смотреть по подписке "
"2025-10-05 06:41:41.697364";"Видео-платформа";"IOS";"Реклама"
"2025-10-11 10:59:39.759845";"Видео-платформа";"ANDROID";"РЕКЛАМА КОТОРАЯ НЕ НА В-КАНАЛЕ, А ПРИЛОЖЕНИЯ, ОРЁТ, ТОРМОЗИТ, ВИСНЕТ"
"2025-10-15 11:01:38.854747";"Видео-платформа";"IOS";"Не сохраняется настройка качества видеопотока. Реклама на старте двойная! Короткая задержка для прочтения аннотации перед запуском трейлера в шапке . И вообще хорошо было бы запустить трейлер кнопкой, а не автоматически."
"2025-10-01 21:52:16.068361";"Видео-платформа";"IOS";"Начинаешь смотреть сериал а он через какое-то время пропадает из папки «продолжить просмотр» и приходится его искать. Один сериал серию посмотрела, забыла как называется, так до сих пор его больше и не вижу в приложении"
"2025-10-28 23:00:57.448119";"Видео-платформа";"ANDROID";"Нет оригинальной озвучки у зарубежных фильмов"
"2025-10-14 18:45:28.518998";"Видео-платформа";"IOS";"Неудобный видеоплеер, высока стоимость, список доступного контента.  "
"2025-10-15 00:59:09.074323";"Видео-платформа";"IOS";"Не хватает мульт сериалов по типу «симпсоны» или «гриффины»"
"2025-10-22 14:00:45.809282";"Видео-платформа";"ANDROID";"Хотелось бы вручную выбирать качество видео при просмотре телеканалов: 1080; 720; 576; 480;  360"
"2025-10-24 23:47:23.007911";"Видео-платформа";"IOS";"Не переключает нормально серии, приходится перезапускать"
"2025-10-03 14:56:08.102723";"Видео-платформа";"IOS";"Контент фильмов оставляет  желать лучшего, не обновляется  совсем , перешел на око, больше фильмов и сериалов "
"2025-10-05 02:00:22.589410";"Видео-платформа";"ANDROID";"Я не даю советов"
"2025-10-20 09:59:07.958696";"Видео-платформа";"ANDROID";"Быстро кончаются деньги"
"2025-10-23 05:51:38.813164";"Видео-платформа";"ANDROID";"Подписка дорогая, сериалы сокращ?нные обрезаные, интересного не чего нет, старь? одно и то сокращ?нное.   "
"2025-10-22 13:58:32.724826";"Видео-платформа";"ANDROID";"Много съедает интернета, даже при качестве 240"
"2025-10-18 23:00:30.626612";"Видео-платформа";"ANDROID";" рекламу не только на каналах, но и еще вставляете, за...бало"
"2025-10-14 03:03:11.926416";"Видео-платформа";"IOS";"отсутствие субтитров!!!"
"2025-10-07 06:29:14.290429";"Видео-платформа";"IOS";"При поиске каналов приложение постоянно возвращает к изначально выбранному "
"2025-10-15 19:00:40.979745";"Видео-платформа";"ANDROID";"У каждого свое мнение. "
"2025-10-07 18:49:30.214120";"Видео-платформа";"IOS";"П.2 и П.4"
"2025-10-16 15:59:48.168691";"Видео-платформа";"ANDROID";"Реклама "
"2025-10-29 18:56:20.316756";"Видео-платформа";"IOS";"Неудобный интерфейс когда включается кино "
"2025-10-26 11:52:03.580507";"Видео-платформа";"IOS";"Нет перемотки на 10, 20, 30 секунд "
"2025-10-28 14:58:30.727178";"Видео-платформа";"IOS";"Все нравится "
"2025-10-31 15:44:19.755698";"Видео-платформа";"IOS";"Можно скачать фильмы и сериалы, но без интернета невозможно войти в приложение чтобы их смотреть "
"2025-10-20 16:59:46.282932";"Видео-платформа";"ANDROID";"Подписка сразу прекращает свое действие после отключения, хотя еще остается время оплачиваемого периода"
"2025-10-20 23:42:12.866960";"Видео-платформа";"IOS";"Невозможно отменить подписку"
"2025-10-09 17:57:21.651375";"Видео-платформа";"IOS";"не дает отменить подписку"
"2025-10-27 09:59:45.472179";"Видео-платформа";"ANDROID";"Все на Мегафоне"
"2025-10-05 08:54:07.746183";"Видео-платформа";"ANDROID";"Много технических недоработок. Приложение само зависает, не держит формат экрана"
"2025-10-30 23:59:06.923880";"Видео-платформа";"ANDROID";"Нельзя свернуть в маленький экран и работать с другими приложениями одновременно с просмотром. Другими словами нет функции картинка в картинке   "
"2025-10-27 11:00:51.775969";"Видео-платформа";"IOS";"Проблемы со скоростью и качеством????? Эти проблемы связанны с оператором????? "
"2025-10-18 23:00:43.016770";"Видео-платформа";"ANDROID";"Непонятно когда просит оформить подписку, а она оформленная . но фильм не удаётся посмотреть"
"2025-10-13 14:57:30.731997";"Видео-платформа";"ANDROID";"Не запускается в режиме плавающего окна."
"2025-10-17 03:56:30.333448";"Видео-платформа";"IOS";"Ошибка потока, приложение не работает.  К тому же очень неудобное, например добавить канал в любимые через  дальнее меня, а не сразу во время просмотра"
"2025-10-23 10:01:03.215952";"Видео-платформа";"ANDROID";"Мало действительно хороших фильмов."
"2025-10-09 05:46:42.205926";"Видео-платформа";"ANDROID";"Нет фонового режима"
"2025-10-02 08:19:44.805660";"Видео-платформа";"ANDROID";"неудобный формат "
"2025-10-25 21:58:54.408208";"Видео-платформа";"IOS";"Платная подписка"
"2025-10-13 02:57:38.289033";"Видео-платформа";"IOS";"Неудобства в работе. Составляли люди, которые мало пользуются приложением. "
"2025-10-23 16:53:24.038602";"Видео-платформа";"IOS";"Не успеваю выбрать канал тв, он переходит к началу списка"
"2025-10-26 05:49:44.833390";"Видео-платформа";"ANDROID";"За такие деньги, еще и по подписке покупать."
"2025-10-17 09:55:01.818504";"Видео-платформа";"ANDROID";"Потребляет трафик, тормозит, мало фантастики, много отдельно платного контента! "
"2025-10-27 05:44:05.372774";"Видео-платформа";"IOS";"Проблема а оплатой ( не могу пользоваться из-за этого приложением) "
"2025-10-14 21:49:44.059878";"Видео-платформа";"ANDROID";"Мтс снимаю  трафик  Мало  фильмом "
"2025-10-07 08:51:30.051531";"Видео-платформа";"IOS";"Репертуар небольшой"
"2025-10-02 14:51:03.801861";"Видео-платформа";"IOS";"неудобное приложение, все еще не понимаю как перематывать видео на 10сек в перед"
"2025-10-25 11:56:56.150394";"Видео-платформа";"ANDROID";"Смотришь фильм полностью из списка достижений на медальки, а он не зашитывает. Мало выбора!"
"2025-10-11 08:51:31.975210";"Видео-платформа";"IOS";"Очень маленький список фильмов сериалов доступно  Не доступен разворот экрана только у стоячем положении должен быть, отвратно "
"2025-10-03 18:48:08.519517";"Видео-платформа";"IOS";"С мтс теперь невозможно подключить подписку по промокоду потому что уже всегда есть подписка от МТС но в нее ничего не входит практически!!! "
"2025-10-08 14:58:11.367529";"Видео-платформа";"ANDROID";"Мало фильмов и сериалов "
"2025-10-09 13:00:36.696846";"Видео-платформа";"IOS";"Долгий запуск приложения. При поиске прокрутке  тв каналов постоянно через 3 секунды идет возврат в исходный ,канал  это очень раздражает."
"2025-10-24 04:51:54.997157";"Видео-платформа";"ANDROID";"Не отключается подписка кион премиум.подключение выполнено не мной."
"2025-10-17 21:57:12.672841";"Видео-платформа";"IOS";"Списали последние деньги "
"2025-10-17 12:55:30.998907";"Видео-платформа";"IOS";"Реклама раздражает"
"2025-10-07 07:56:26.229398";"Видео-платформа";"ANDROID";"Не все фильмы можно найти, эпохи СССР "
"2025-10-16 10:45:45.697830";"Видео-платформа";"IOS";"Все из списка "
"2025-10-11 11:36:23.593675";"Видео-платформа";"IOS";"Контент очень много весит, если скачивать на телефон . Не удобный интерфейс приложения."
"2025-10-21 09:52:00.437904";"Видео-платформа";"ANDROID";"Есть и другие варианты "
"2025-10-29 16:00:35.288513";"Видео-платформа";"ANDROID";"Много рекламы"
"2025-10-17 13:57:41.446572";"Видео-платформа";"ANDROID";"Очень мало фильмов и сериалов"
"2025-10-27 17:00:05.585850";"Видео-платформа";"IOS";"Не сохраняется история просмотра, не удобное управление, ломается при повороте экрана, переодически зависает видео, проблемы со входом с пк."
"2025-10-31 00:58:33.874722";"Видео-платформа";"ANDROID";"Сложный сайт. И проблема с подпиской. "
"2025-10-21 14:55:51.777823";"Видео-платформа";"IOS";"нагиев, козловский"
"2025-10-19 14:58:04.322836";"Видео-платформа";"IOS";"Сериалы разделены на большой период"
"2025-10-29 17:58:46.698660";"Видео-платформа";"IOS";"Не все фильмы есть на КION, когда набираю поиск "
"2025-10-27 17:00:01.309826";"Видео-платформа";"ANDROID";"Нет интернета"
"2025-10-23 03:11:53.680975";"Видео-платформа";"IOS";"без интернета нельзя открыть раздел загруженное , в чем тогда его смысл?"
"2025-10-29 06:03:58.342451";"Видео-платформа";"IOS";"Было бы неплохо , если бы был раздел аудиокниги"
"2025-10-17 08:50:34.506605";"Видео-платформа";"IOS";"Прерывается трансляция на каналах между передачами. Конец передачи невозможно увидеть, так как прекращается вещание в соответствии с программой передач. Много раз писала об этом и тишина"
"2025-10-27 00:59:27.402489";"Видео-платформа";"IOS";"удобство пользования, дизайн приложения, список фильмов и сериалов (есть и годнота, но как основной онлайн-кинотеатр явно не подходит)"
"2025-10-25 11:56:35.800937";"Видео-платформа";"ANDROID";"Рекламма по верх ТВ каналов. "
"2025-10-29 08:53:54.487181";"Видео-платформа";"ANDROID";"Больше отечественных фильмов про лихие 90-е. года.  "
"2025-10-30 17:55:15.996446";"Видео-платформа";"IOS";"Подписку оплачиваю,  а по итогу подписки нет  И денег нет "
"2025-10-17 17:51:55.928394";"Видео-платформа";"IOS";"Редко обновляются новые сериалы и фильмы "
"2025-10-02 09:53:40.438255";"Видео-платформа";"IOS";"Тупое приложение. Долго запускается, оптимизации нет от слова совсем даже на телевизоре с хорошим интернетом тупит"
"2025-11-29 18:55:10.133573";"Видео-платформа";"WEB";"не работает в ЛНР"
"2025-11-28 15:22:57.267639";"Видео-платформа";"WEB";"выкладка фильмов не в полном объеме "
"2025-11-29 13:50:19.295492";"Видео-платформа";"WEB";"подписку нельзя отменить и деньги не возврашаются. да и смотреть у вас нечего"
"2025-11-15 03:33:18.954458";"Видео-платформа";"WEB";"Нет архива передач на нужном мне 5 канале"
"2025-11-15 17:49:16.212253";"Видео-платформа";"WEB";"новое с опозданием."
"2025-11-18 09:40:23.463074";"Видео-платформа";"WEB";"смотришь фильм а потом он пропадает из списка ужас"
"2025-11-15 17:34:01.427708";"Видео-платформа";"WEB";"почему-то неудобно переключаться между сезонами в браузерной версии кион. Нет возможности подключиться к телевизору."
"2025-11-29 23:43:15.931007";"Видео-платформа";"WEB";"Не включается полный экран фильмов, и виснет воспроизведение"
"2025-11-30 16:40:11.270669";"Видео-платформа";"WEB";"Постоянная реклама"
"2025-11-14 11:48:58.197897";"Видео-платформа";"WEB";"при продлении подписки подписка не плюсуется к прошлой дате"
"2025-11-29 11:51:35.276964";"Видео-платформа";"WEB";"Обрезанная картинка фильмы, которую нельзя увеличить"
"2025-11-15 17:57:17.569975";"Видео-платформа";"WEB";"хуйня"
"2025-11-19 23:50:46.223490";"Видео-платформа";"WEB";"проблемы со звуком"
"2025-11-17 11:58:57.447013";"Видео-платформа";"WEB";"Отсутствие TimeShift для эфирных каналов"
"2025-11-19 17:46:45.810001";"Видео-платформа";"WEB";"Не запускаются фильмы на ПК только на мобильном"
"2025-11-16 09:42:08.721030";"Видео-платформа";"WEB";"НИЧЕГО"
"2025-10-18 14:52:50.528202";"Видео-платформа";"WEB";"У каждого свой выбор, не хочу навязывать своё мнение"
"2025-10-12 11:40:32.792993";"Видео-платформа";"WEB";"просмотр возможен только с телефона. при покупке этой информации не было.  с ноута и компьютера возможен просмотр только первой серии , далее с телефона. это мошенничество, если вы об этом не говорите. в правилах подписки указано, что можно и с компьютера просматривать. отпишусь со след. месяца"
"2025-10-15 03:01:58.619204";"Видео-платформа";"WEB";"Контент низкого уровня."
"2025-10-24 04:42:29.502203";"Видео-платформа";"WEB";"поиск по сайту ужасный, в самом плеере не всегда работает перемотка, нет вариантов дубляжа и субтитров, нет фильтров по которым можно было бы выбрать что смотреть, подборки собраны идиотски максимально - хочется например ""сериал на тему Х"", ""дорамы"", ""аниме"", но есть только ""сериалы с русскими актерами-ноунеймами"" и миллион подборок непонятных комедий. сайт в целом будто бы не сделан под компы, красиво конечно, но неудобно, найти что-то конкретное невозможно, ищу конкретный сериал и даже не знаю - дело в том что его просто нет на сайте, или в том что поиск выдает все что угодно но не то что я ищу. хочется чего-то похожего на уже просмотренное - внизу опять список чего-то не связанного почти никак, персональных рекомендаций никаких нет. введите возможность указать предпочтения в профиле или искать кино по конкретным тегам, переработайте поиск, добавьте звуковые дорожки и субтитры, оптимизируйте размер обложек так, чтобы на экране их было не по пять штук и не приходилось без конца листать, добавьте фильтры - тогда, может, будет что рекомендовать. пока сайт годится скорее для того чтобы телевизор посмотреть - но это можно сделать и на телевизоре, и на сайтах каналов, где не придется искать нужный сто лет."
"2025-10-27 13:46:46.782599";"Видео-платформа";"WEB";"приложение настроено так,что невозможно управлять подпиской"
"2025-10-21 03:56:31.535984";"Видео-платформа";"WEB";"вотемарка в фильме"
"2025-10-05 06:30:46.025764";"Видео-платформа";"WEB";"Не работают ни один из телеканалов"
"2025-10-12 15:58:00.300572";"Видео-платформа";"WEB";"Не очень удобный плеер по сравнению с другими платформами. Большая часть поддерживают функцию вывода видео в отдельное окно, если переключился на другую вкладку(с ПК смотрю). Здесь она включается по кнопке и открывается отдельная страница. Ну и коллекция небольшая по сути."
"2025-10-30 22:57:02.868834";"Видео-платформа";"WEB";"Оформлена подписка ,но сериал Плевако ,не проигрывается ,пишет еще оформите /оплатите . Хотя в личном кабинете все высвечивается и оплата и статус подписки"
"2025-10-16 01:56:56.075065";"Видео-платформа";"WEB";"сильно расходует интернет трафик"
"2025-10-24 13:39:16.919653";"Видео-платформа";"WEB";"Твари, деньги берете , а просмотра нет, подонки вонючие"
"2025-10-10 04:58:59.852287";"Видео-платформа";"WEB";"Сделано видимо просто чтобы сделать срубить денег с подписки. Тестировщики да и в целом разработка видимо не знают что такое юзерфрендли, что можно опираться на лучшие решения в своем роде и тд"
"2025-10-05 02:52:08.297193";"Видео-платформа";"WEB";"Мало хороших фильмов. Постоянно предлагается за дополнительную плату А медиатека, где много хороших фильмов и сериалов."
"2025-10-11 09:54:14.945334";"Видео-платформа";"WEB";"Не возможно зайти через приложение, после регистрации на сайте яндекс, хром в приложение  не могу зайти просит новую регистрацию и оплату, если есть есть возможность связаться со мной будте так добры свяжитесь "
"2025-10-01 19:57:57.066758";"Видео-платформа";"WEB";"нет местных региональных каналов, новостей, при пероходах между разделами тормозит,  нет интенета -нет телевидения"
"2025-10-14 04:04:31.507574";"Видео-платформа";"WEB";"нет выбора жанров сериалов и фильмов"
"2025-10-19 21:51:09.444188";"Видео-платформа";"WEB";"Только начал пользоваться"
"2025-10-17 16:51:05.727154";"Видео-платформа";"WEB";"Невозможно отменить подписку"
"2025-10-08 12:01:08.061804";"Видео-платформа";"WEB";"заинтересованность друзей. Если спросят - порекомендую."
"2025-10-19 02:00:40.486910";"Видео-платформа";"WEB";"через каждые 10 минут останавливается видео, запускается только после обновления страницы, невозможно нормально смотреть"
"2025-10-23 08:10:43.130970";"Видео-платформа";"WEB";"Невозможно пропустить заставку и титры, неудобное главное меню"
"2025-10-26 15:58:41.496112";"Видео-платформа";"WEB";"При подключенной подписке не все фильмы и сериалы можно смотреть. Сейчас прдключила подписку, чтобы посмотреть Дом дракона. Оказалось, подписка не распространяется. Жаль."
"2025-10-13 12:52:54.529828";"Видео-платформа";"WEB";"Фильмы-сплошь старьё, да ещё за мои же деньги мне крутят рекламу(!). Интерфейс-НЕ удобный, чтобы увидеть программу передач канала нужно запустить сам канал (учитель у нтв+/винк). при запуске каналов (всех !!!) звук, по умолчанию, выключен."
"2025-10-06 16:53:07.628891";"Видео-платформа";"WEB";"НЕ РАБОТАЕТ на колмп"
"2025-10-16 18:50:55.939744";"Видео-платформа";"WEB";"Не запоминается моя аватарка при входе, мелочь но бесит."
"2025-10-14 16:54:22.259623";"Видео-платформа";"WEB";"Невозможно отключить нормально"
"2025-10-27 18:45:08.487618";"Видео-платформа";"WEB";"ПЕРСОЕА"
"2025-10-30 08:31:00.911552";"Видео-платформа";"WEB";"Стоимость "
"2025-10-27 21:02:08.597496";"Видео-платформа";"WEB";"фильмы не глубокие"
"2025-10-11 22:57:11.719058";"Видео-платформа";"WEB";"требует подписку, не смотря на то, что я в МТС домашний интернет"
"2025-10-13 07:55:41.838964";"Видео-платформа";"WEB";"Назойлвый показ ттрейлеров и анонсов фильмов перед просмотром"
"2025-10-30 19:57:19.829619";"Видео-платформа";"WEB";"не воспроизводится филь, поддержка не реагирует, обман"
"2025-10-22 12:01:53.827007";"Видео-платформа";"WEB";"не могу зайти в подписку через мтс премиум на своем ноутбук е"
"2025-10-04 12:57:33.047030";"Видео-платформа";"WEB";"Не получается смотреть кино на вертикальном экране  в смартфоне."
"2025-10-28 10:53:14.004112";"Видео-платформа";"WEB";"Неправильное отображение скрытых субтитров на телеканалах (нет форматирования: вместо двух строчек появляется одна длинная строчка, читать неудобно)"
"2025-10-11 08:57:05.940264";"Видео-платформа";"WEB";"все варианты"
"2025-10-29 21:52:44.794684";"Видео-платформа";"WEB";"Мне не нравятся то,  что снимается на данный момент. Кион не причем. Просто фильмы ужасны. "
"2025-10-11 11:54:04.667110";"Видео-платформа";"WEB";"есть куда более популярный киносервис, который входит в подписку яндекс плюс"
"2025-10-21 13:57:56.416535";"Видео-платформа";"WEB";"вообще не удобно! с одной стороны фильмов много, но выбарть очено трудно: отзывов не найти, о фильме нет нормальной рекомендации-описания. А если хочется определенный фильм посмотреть, то точно не здесь. Плюс сам факт покупки просмотров - зачем мне это покупать? в принципе раздражает необходимость оплаты собственной деградации) полезного контента не обнаружено( нет, пожалуй, совсем не посоветую, даже если ОЗОН снова станет навяливать."
"2025-10-22 18:57:58.170360";"Видео-платформа";"WEB";"Отвратительный интерфейс и поиск"
"2025-10-25 01:49:38.873938";"Видео-платформа";"WEB";"очень часто зависает"
"2025-10-17 18:58:31.241251";"Видео-платформа";"WEB";"Несколько пунктов , один не выбрать. И  часто подвисает при достаточно высокой скорости сети. И дорого стоит. И нечего смотреть. "
"2025-10-10 19:59:53.109886";"Видео-платформа";"WEB";"оплатили 99 рублей за месяц  показали одну серию  и требуете денег"
"2025-10-09 15:49:54.450301";"Видео-платформа";"WEB";"Алушта Сочи Анапа"
"2025-10-05 09:29:07.605967";"Видео-платформа";"WEB";"трафик интернета тратиться сильно "
"2025-10-17 03:56:03.961836";"Видео-платформа";"WEB";"Только ты норм , все смотрят в сморьыонах, фильмы если "
"2025-10-17 12:58:29.509602";"Видео-платформа";"WEB";"Есть другие основные стримы"
"2025-10-27 10:55:44.601305";"Видео-платформа";"WEB";"отсутствует поиск по разделам"
"2025-10-28 10:43:51.695032";"Видео-платформа";"WEB";"приложение полный калл и не удобное"
"2025-10-04 18:57:30.774253";"Видео-платформа";"WEB";"Неудобно пользоваться, нет в меню строки ""любимые каналы"""
